,X,Y
0,3.501683318604187,0.25897939860595903
1,2.6229582160989793,0.195440121127146
2,5.0134859556281075,0.3931969074810347
3,3.151744491981732,0.263267666195345
4,2.2915656379658627,0.1748983716798471
5,2.6620520991941774,0.20487154009139963
6,3.349183573041591,0.26684561357186076
7,2.8287580986563956,0.22050774150421837
8,2.6397121788396944,0.18605996521917148
9,3.1886428026880758,0.25003618029751223
10,3.1800545926677604,0.26886990615191086
11,2.033029760035337,0.14641655983013488
12,1.4797358467032016,0.12437594586794148
13,4.640150746576618,0.36857458375992036
14,2.4185988451731664,0.17472056295542987
15,2.961371353220479,0.23914827992334323
16,2.4246806071004974,0.20845696613144094
17,3.0750646541664315,0.22692841287362234
18,3.2540742302001124,0.23021256042336763
19,4.621856484905992,0.3795898470444772
20,3.004773792626926,0.2365953847316168
21,3.7226811739522394,0.2930945112705931
22,2.3347727116822163,0.16194938201849784
23,3.637028955286156,0.2965375644690067
24,1.3892288010315947,0.12624468667643524
25,3.3978242074538376,0.28354807048623265
26,2.5674344926608494,0.2023073017609771
27,3.4495007914568956,0.2745768528637554
28,3.091320409369671,0.2639544562776994
29,3.211984457691187,0.25183413881754757
30,1.2317957419820253,0.08774157896191866
31,1.352574819247675,0.11860496420048099
32,3.8270444833577866,0.29608667693116786
33,4.64015171685322,0.384353329977675
34,2.860143997811841,0.208334621445164
35,3.381436590902101,0.2706782090410102
36,3.142648644274169,0.2605301353044043
37,2.8699929226954337,0.24216234234613945
38,1.959446474382196,0.14979608593418364
39,2.3374392047050128,0.19239564181667454
40,3.295869416958404,0.2629584443336106
41,1.6795312476961444,0.1615285832429754
42,1.9017956072447684,0.15058809659129732
43,1.6731919658424557,0.13928738183989584
44,2.939266251799179,0.23931699306293058
45,0.0,0.0
46,1.3976414630086313,0.09782526379701871
47,4.7285050646773445,0.3488521516088507
48,2.2657764021279627,0.16877759935491618
49,3.5443833076403175,0.2832417923752442
50,4.267077300918019,0.3593208919321488
51,2.274560305734345,0.1856585486245416
52,4.074438985991648,0.3224661637445357
53,4.109120705863042,0.30901056778836117
54,1.9461542177676359,0.1503628789927048
55,3.1507552760288235,0.27901497898618144
56,2.7444105280879953,0.23172742533195212
57,3.4641315074968366,0.27723286659817525
58,2.12018417403963,0.18189021512990947
59,4.226866263389625,0.32063336238809553
60,2.025137944985892,0.15237836756338083
61,2.804423314701001,0.2241424484935141
62,1.0463101540949733,0.086456284846314
63,3.293657632879409,0.2644175721856435
64,2.1289743535937595,0.17819279998634954
65,1.3485318474441186,0.11088165287572896
66,3.749231792910363,0.308241795716728
67,1.8597705309824915,0.127649206374992
68,2.950018898680403,0.22730456310990874
69,4.682657709525683,0.3745325596501449
70,3.1716391020667802,0.26500591813044094
71,2.4532643392815547,0.18121308841245645
72,1.5837334986426213,0.1349031427593116
73,5.031901707117502,0.40586758731490996
74,2.0278379343782102,0.1666241198794839
75,4.723368151658439,0.36332504498366697
76,1.4248336952842038,0.11643149019357903
77,4.308969810672448,0.321380534839133
78,4.558463250332485,0.3765244385409966
79,1.3182270818278854,0.10882808143687749
80,2.6366430557483294,0.21458628376279665
81,3.2382551961571098,0.2654470142752635
82,2.121567163126503,0.1528899142311845
83,2.9015756671840607,0.2378614943275458
84,3.9950378268090776,0.3381789040842716
85,2.824538152222789,0.24519730158062983
86,1.9113670713719477,0.16150835543595984
87,2.5332135788507237,0.19228692889567095
88,3.911993440969951,0.3238263314871584
89,4.668481932457233,0.3871123344323425
90,0.8363129505801432,0.08038691379136047
91,3.05893644531893,0.2648767029087665
92,3.9094841190293455,0.30085731305808094
93,1.7953148765502391,0.1510691659256635
94,3.070830930632706,0.2448538301853315
95,1.456685345915129,0.09118921693737553
96,1.1586949088686986,0.0778718993188888
97,1.6164103246047374,0.13002444427531146
98,1.3061684286241362,0.11703252372738011
99,2.592667920614299,0.2074840533031099
100,4.485935478076017,0.3435235751412645
101,2.1968047866135842,0.14939871223460352
102,2.3345184548154636,0.18748971710206647
